domain,stimulus,code,ASL_01,ASL_02,ASL_03,ASL_04,ASL_05,ASL_06,ASL_07,ASL_08,ASL_09,ASL_10,ASL_11,ASL_12,ASL_13,BSL_01,BSL_02,BSL_03,BSL_04,BSL_05,BSL_06,BSL_07,BSL_08,BSL_09,BSL_10,BSL_11,BSL_12,BSL_13,BSL_14,BSL_15,CAN_01,CAN_02,CAN_03,CAN_04,CAN_05,CAN_06,CAN_07,CAN_08,CAN_09,CAN_10,CAN_11,CAN_12,DOG_01,DOG_02,DOG_03,DOG_04,DOG_05,DOG_06,DOG_07,DOG_08,DOG_09,DOG_10,DOG_11,DOG_12,DOG_13,ENG_01,ENG_02,ENG_03,ENG_04,ENG_05,ENG_06,ENG_07,ENG_08,ENG_09,ENG_10,ENG_11,ENG_12,ENG_13,ENG_14,ENG_15,ENG_16,ENG_17,FAR_01,FAR_02,FAR_03,FAR_04,FAR_05,FAR_06,FAR_07,FAR_08,FAR_09,FAR_10,FAR_11,FAR_12,FAR_13,KAT_01,KAT_02,KAT_03,KAT_04,KAT_05,KAT_06,KAT_07,KAT_08,KAT_09,KAT_10,KAT_11,KAT_12,KAT_13,KIL_01,KIL_02,KIL_03,KIL_04,KIL_05,KIL_06,KIL_07,KIL_08,KIL_09,KIL_10,KIL_11,KIL_12,KIL_13,KIL_14,KIL_15,KIL_16,KIL_17,KIL_18,KIL_19,KIL_20,KIL_21,KIL_22,KIL_23,KIL_24,KIL_25,KIL_26,KIL_27,KIL_28,KIL_29,KIL_30,KIL_31,KIL_32,KIL_33,KIL_34,KIL_35,KIL_36,KIL_37,KIL_38,KIL_39,KIL_40,KIL_41,KIL_42,KIL_43,KIL_44,KIL_45,KIL_46,KIL_47,KIL_48,KIL_49,KIL_50,KIL_51,KIL_52,KIL_53,KIL_54,LAO_01,LAO_02,LAO_03,LAO_04,LAO_05,LAO_06,LAO_07,LAO_08,LAO_09,LAO_10,LAO_11,LAO_12,LAO_13,LAO_14,LAO_15,LAO_16,LAO_17,LAO_18,MAL_01,MAL_02,MAL_03,MAL_04,MAL_05,MAL_06,MAL_07,MAL_08,MAL_09,MAL_10,MAL_11,MAL_12,MAL_13,MAL_14,MAL_15,MIA_01,MIA_02,MIA_03,MIA_04,MIA_05,MIA_06,MIA_07,MIA_08,MIA_09,MIA_10,MIA_11,MIA_12,SEM_01,SEM_02,SEM_03,SEM_04,SEM_05,SEM_06,SEM_07,SEM_08,SEM_09,SEM_10,SEM_11,SEM_12,SIW_01,SIW_02,SIW_03,SIW_04,SIW_05,SIW_06,SIW_07,SIW_08,SIW_09,SIW_10,SIW_11,SIW_12,SIW_14,SIW_15,SIW_16,SIW_17,TUR_01,TUR_02,TUR_03,TUR_04,TUR_05,TUR_06,TUR_07,TUR_08,TUR_09,TUR_10,TUR_11,TUR_12,TUR_13,TZE_01,TZE_02,TZE_03,TZE_04,TZE_05,TZE_06,TZE_07,TZE_08,TZE_09,TZE_10,TZE_11,TZE_12,TZE_13,UMP_01,UMP_02,UMP_03,UMP_04,UMP_05,UMP_06,UMP_07,UMP_08,UMP_09,UMP_10,UMP_11,UMP_14,UMP_15,YEL_01,YEL_02,YEL_03,YEL_04,YEL_05,YEL_06,YEL_07,YEL_08,YEL_09,YEL_10,YEL_11,YEL_12,YUC_01,YUC_02,YUC_03,YUC_04,YUC_05,YUC_06,YUC_07,YUC_08,YUC_09,YUC_10,YUC_11,YUC_12,YUC_13,YUR_01,YUR_02,YUR_03,YUR_04,YUR_05,YUR_06,YUR_07,YUR_08,YUR_09,YUR_10,YUR_11,YUR_12,YUR_13,YUR_14,YUR_15,ZAP_01,ZAP_02,ZAP_03,ZAP_04,ZAP_05,ZAP_06,ZAP_07,ZAP_12,ZAP_14,ZAP_15,ZAP_16
sound,111,loud-down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,9,9,NA,19,10,13,13,22,13,10,4,NA,5,4,4,NA,5,5,5,10,4,5,NA,77,9,31,46,33,16,9,8,80,34,73,19,9,16,19,16,17,4,32,18,6,5,8,10,6,6,6,5,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,20,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,9,16,5,9,5,7,11,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,6,NA,NA,6,NA,6,NA,NA,12,4,5,10,6,6,6,14,15,14,35,9,14,31,17,23,14,8,26,41,20,36,5,3,3,8,14,13,3,14,32,5,8,24,25,32,NA,5,NA,31,17,NA,22,32,0,NA,12,16,19,17,NA,11,16,15,NA,10,NA,NA,NA,NA,12,5,14,5,6,6,6,6,6,5,6,6,6,5,5,13,18,33,11,5,5,7,3,8,5,12,9,5,11,46,24,13,7,13,NA,24,6,9,7,NA,NA,8,30,23,10,10,8,17,4,9,16,11,10,29,7,7,7,11,7,7,7,11,7,15,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,22,NA,15,6,8,6,6,8
sound,112,loud-down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9,8,12,NA,24,9,12,12,28,12,9,5,NA,5,6,5,NA,6,3,5,11,4,5,NA,16,47,32,46,32,6,21,10,90,26,34,10,8,25,19,19,27,6,NA,4,8,4,19,3,4,5,14,10,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,20,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,17,14,5,15,8,11,15,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,NA,10,NA,NA,6,NA,6,NA,NA,11,5,9,5,6,4,6,18,27,31,46,8,8,14,13,22,32,12,29,41,13,26,5,5,5,8,15,20,5,5,8,5,8,24,27,20,NA,5,NA,8,31,NA,25,38,24,NA,16,12,25,14,NA,8,10,14,NA,12,NA,NA,NA,NA,5,6,10,5,7,5,5,5,5,5,12,5,5,5,5,18,16,47,15,7,3,8,4,7,6,3,7,9,17,41,17,7,19,9,NA,12,6,64,16,NA,NA,9,29,8,17,17,8,16,4,9,16,11,22,32,11,11,11,11,11,8,11,8,11,24,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,3,13,NA,3,3,8,5,7,3
sound,113,tempo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,37,5,22,NA,37,8,8,12,12,14,33,6,NA,5,6,5,NA,11,5,5,6,4,5,NA,37,22,40,110,62,27,31,16,53,20,108,54,44,14,60,56,114,8,33,9,12,4,21,8,6,11,14,27,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,12,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,50,15,20,25,21,21,15,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,4,NA,NA,4,NA,4,NA,NA,6,5,9,11,11,5,14,91,12,46,29,27,41,9,29,14,18,6,27,84,17,38,6,3,5,8,16,3,7,21,5,4,4,20,6,136,NA,5,NA,20,36,NA,7,15,10,NA,25,0,12,15,NA,11,45,14,NA,24,NA,NA,NA,NA,13,6,14,8,8,9,5,9,5,8,10,4,8,15,5,14,38,35,41,10,25,28,37,33,9,22,9,39,20,27,25,35,32,7,NA,18,6,17,9,NA,NA,23,28,8,6,9,8,14,11,4,16,17,9,15,6,14,6,15,13,7,7,6,6,34,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8,19,22,NA,6,NA,6,5,8,15
sound,114,tempo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,11,6,7,NA,8,8,8,11,38,26,15,5,NA,9,6,4,NA,11,5,5,0,6,5,NA,13,10,69,50,49,49,9,29,90,46,141,72,82,14,87,39,81,9,NA,7,14,7,12,14,6,6,4,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,12,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,60,12,15,25,21,21,20,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,11,NA,NA,5,NA,10,NA,NA,6,4,10,9,11,5,25,84,22,16,39,26,23,9,28,14,7,7,26,45,15,64,3,5,3,14,19,19,16,17,5,4,4,20,68,47,NA,18,NA,0,27,NA,46,27,5,NA,31,0,25,13,NA,8,29,15,NA,12,NA,NA,NA,NA,11,8,14,9,10,10,5,10,5,9,7,5,21,9,5,6,54,16,41,10,27,28,37,5,3,39,12,32,18,36,27,24,16,7,NA,18,6,8,16,NA,NA,23,30,15,9,22,11,16,12,8,19,6,6,10,6,22,6,7,13,11,11,6,6,38,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,7,19,22,NA,4,NA,9,3,8,15
sound,115,pitch-down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,8,12,7,NA,7,13,11,8,11,8,11,5,NA,4,4,5,NA,9,0,5,4,4,5,NA,38,55,47,37,28,13,21,16,38,59,62,14,33,16,32,16,41,10,NA,9,NA,14,7,7,7,5,14,13,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,11,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,8,9,30,7,7,7,11,13,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,6,NA,NA,6,NA,6,NA,NA,6,5,5,14,6,14,6,15,23,44,23,11,19,10,7,27,21,19,28,28,20,30,5,8,5,7,10,4,5,10,5,4,0,4,0,17,NA,5,NA,21,60,NA,50,16,48,NA,18,8,36,13,NA,13,17,11,NA,5,NA,NA,NA,NA,6,4,4,4,3,4,4,4,3,4,4,4,3,6,4,23,10,41,15,8,10,7,4,7,4,8,4,10,32,30,19,7,7,7,NA,25,22,15,18,NA,NA,22,22,15,10,11,8,15,4,4,4,3,7,33,11,9,13,11,17,22,11,5,18,9,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,8,19,NA,5,8,8,8,8,8
sound,116,pitch-down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8,18,7,NA,7,4,11,8,11,8,11,8,NA,5,6,5,NA,9,4,5,4,4,5,NA,56,60,26,49,24,11,15,5,37,9,43,14,27,18,29,18,41,9,27,9,6,7,15,14,9,6,11,8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,11,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,7,9,17,7,7,7,21,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,6,NA,NA,6,NA,6,NA,NA,6,5,5,6,6,9,6,13,18,24,34,9,25,10,4,26,13,15,19,25,20,30,3,3,5,6,8,4,3,38,5,4,18,0,16,16,NA,5,NA,0,33,NA,24,0,0,NA,29,6,16,12,NA,10,20,25,NA,7,NA,NA,NA,NA,11,8,5,5,5,3,5,5,5,5,3,5,5,5,5,22,15,22,11,7,24,12,3,8,7,10,3,10,22,23,11,7,7,10,NA,27,11,20,27,NA,NA,22,17,17,10,11,8,15,7,7,7,3,10,13,7,16,15,7,12,14,7,6,7,16,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,8,NA,6,8,8,8,8,4
sound,117,pitch-up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,4,7,NA,7,4,11,8,7,19,24,4,NA,11,4,4,NA,9,5,5,4,4,5,NA,11,28,51,29,24,26,8,8,21,10,46,14,14,10,22,15,136,9,13,9,6,7,14,14,6,6,5,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,20,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,21,20,11,7,7,7,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,9,NA,NA,11,NA,6,NA,NA,6,9,5,6,6,6,6,13,13,20,20,13,4,10,4,26,21,10,25,19,25,27,6,3,3,6,10,4,3,5,6,4,4,0,6,11,NA,5,NA,18,32,NA,21,10,9,NA,6,6,36,12,NA,6,11,15,NA,22,NA,NA,NA,NA,6,7,5,3,5,3,5,5,5,5,3,5,5,5,5,3,19,27,11,7,3,7,3,5,3,7,3,7,29,25,17,12,7,21,NA,14,10,19,14,NA,NA,15,26,15,10,9,8,10,9,4,9,5,21,10,8,8,8,8,15,8,7,5,8,8,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,27,NA,6,8,8,7,8,4
sound,118,pitch-up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,8,7,14,NA,7,4,11,8,11,19,23,4,NA,4,6,6,NA,11,4,4,4,4,5,NA,18,39,21,19,25,21,24,12,40,20,31,15,65,19,32,19,21,4,21,16,6,4,NA,29,6,6,8,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,20,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,11,20,9,12,7,7,11,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,6,NA,NA,6,NA,6,NA,NA,6,10,9,4,6,4,6,23,15,17,24,12,15,21,11,27,12,10,22,29,16,32,3,5,7,7,13,23,5,5,9,4,4,4,18,16,NA,0,NA,14,12,NA,19,8,19,NA,5,8,21,14,NA,7,9,17,NA,5,NA,NA,NA,NA,11,6,4,4,4,4,4,4,4,4,3,4,4,4,4,22,22,10,15,8,6,8,4,9,4,8,4,11,11,56,40,12,16,8,NA,8,6,42,10,NA,NA,15,26,13,10,10,8,15,9,4,9,8,21,20,9,13,9,17,20,9,11,6,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,8,22,NA,5,8,8,3,8,3
sound,119,loud-up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9,5,8,NA,12,9,12,9,12,12,12,5,NA,0,4,6,NA,15,3,4,4,4,5,NA,29,31,42,50,39,19,36,10,22,44,56,24,11,16,16,49,34,6,42,6,6,6,6,7,11,11,6,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,24,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,15,16,9,24,15,7,8,13,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,9,NA,NA,10,NA,6,NA,NA,6,4,8,5,6,4,6,13,8,44,20,8,8,8,13,16,23,26,31,26,18,30,7,13,10,7,19,9,5,5,6,5,5,12,10,87,NA,5,NA,5,28,NA,31,10,10,NA,17,8,18,14,NA,0,11,6,NA,34,NA,NA,NA,NA,4,8,5,5,5,5,5,5,5,5,5,5,5,5,5,17,27,32,15,9,3,22,4,19,3,8,6,15,76,33,42,23,18,9,NA,19,6,22,18,NA,NA,46,30,12,6,10,8,13,15,4,10,4,10,20,11,11,11,11,20,12,11,6,11,6,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,3,8,NA,8,8,8,6,8,3
sound,120,loud-up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,10,6,7,NA,24,10,19,10,13,13,13,4,NA,8,6,4,NA,5,4,4,4,4,5,NA,17,48,42,20,40,20,14,9,24,57,33,27,22,20,21,18,18,16,NA,19,12,4,6,10,6,13,6,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,24,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,14,16,14,22,7,7,11,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,5,NA,6,NA,NA,5,NA,6,NA,NA,6,11,12,4,6,6,6,9,15,23,17,9,4,16,9,9,21,9,24,21,18,29,3,3,5,6,14,20,3,3,13,5,5,12,14,23,NA,0,NA,16,8,NA,5,5,16,NA,17,6,19,16,NA,0,9,8,NA,12,NA,NA,NA,NA,8,12,6,8,6,6,14,5,6,5,6,11,6,6,6,5,27,8,13,8,5,7,3,5,16,15,8,13,11,7,51,12,60,15,NA,10,6,28,10,NA,NA,19,41,20,8,13,8,12,7,4,7,10,21,24,7,7,8,7,15,7,7,7,7,6,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,8,8,NA,8,8,8,21,8,8
touch,121,felt,9,25,62,180,42,37,12,3,NA,14,26,62,35,4,146,154,88,10,18,175,4,280,98,38,31,3,45,51,26,19,13,NA,9,14,11,19,15,38,8,5,5,NA,5,7,5,7,6,5,7,6,5,6,7,7,5,33,38,30,27,21,5,67,56,100,65,87,7,47,28,57,18,26,9,20,28,24,11,4,17,10,20,29,36,23,17,151,23,5,36,87,58,74,42,49,18,18,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,18,18,25,10,20,10,17,10,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,8,8,4,9,8,4,NA,NA,NA,NA,NA,NA,NA,NA,6,8,8,16,6,4,11,6,15,35,15,17,17,15,5,11,10,4,12,14,6,3,5,4,5,3,5,5,22,15,5,29,39,5,5,22,23,9,10,6,10,10,13,10,6,10,10,10,7,6,10,NA,NA,NA,NA,11,5,15,21,8,15,17,10,14,32,11,20,NA,33,19,29,6,30,24,18,15,15,17,35,8,38,73,27,27,30,61,12,NA,54,20,14,40,NA,NA,28,10,8,8,8,6,8,8,6,6,6,14,30,26,26,21,19,27,26,10,15,25,21,36,8,10,10,9,9,10,9,9,9,12,NA,8,NA,9,9,NA,30,9,7,9,9,15,9,9,7,16,16
touch,122,beads,282,147,107,289,73,56,116,5,236,53,29,97,7,13,166,150,240,105,74,295,95,47,63,77,46,67,30,34,13,38,12,NA,25,16,50,20,17,26,39,37,6,NA,7,7,7,7,7,8,7,7,7,7,6,42,5,35,43,47,96,57,5,44,128,203,41,42,26,86,19,119,59,8,13,13,62,9,26,18,16,23,20,24,18,79,15,90,26,23,11,42,25,68,76,116,58,8,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,16,12,26,12,22,12,12,16,19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,15,9,8,11,16,23,13,18,NA,NA,NA,NA,NA,NA,NA,NA,5,5,9,5,6,6,13,5,10,16,17,9,16,11,10,24,8,7,10,4,4,8,6,4,6,6,0,7,7,80,74,32,35,7,49,12,23,19,7,11,9,16,8,11,8,11,12,11,18,8,33,NA,NA,NA,NA,11,8,6,15,6,34,24,6,10,28,10,34,NA,50,11,56,11,22,27,8,19,49,22,42,19,32,38,38,125,50,14,32,NA,36,41,66,20,NA,NA,6,21,10,6,10,10,6,7,9,8,6,6,16,33,23,21,25,45,30,8,22,23,10,40,6,14,7,24,5,11,8,8,8,8,NA,8,NA,20,8,NA,15,11,7,7,21,10,10,7,13,14,26
touch,123,fur (synthetic),106,36,191,160,104,44,37,20,14,37,28,21,3,23,40,110,187,139,38,69,114,244,171,NA,38,59,31,53,25,29,12,NA,12,44,43,13,29,20,21,6,5,NA,5,7,5,5,5,7,5,6,5,5,7,13,19,55,62,13,173,27,5,39,19,109,138,19,28,61,17,69,36,21,9,9,37,18,23,9,11,9,4,18,14,28,6,22,15,5,68,28,55,13,15,13,75,19,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,21,14,28,20,26,10,10,16,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,8,4,8,4,4,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,21,6,16,6,11,6,9,16,13,16,21,17,17,5,10,10,7,4,5,11,4,5,5,9,8,3,4,4,30,5,13,42,10,15,102,29,16,13,5,9,10,44,24,10,6,9,9,10,22,6,10,NA,NA,NA,NA,17,12,14,21,14,10,22,12,12,16,10,18,NA,19,11,6,18,16,35,29,18,28,3,52,18,22,42,45,113,121,14,61,NA,141,13,77,35,NA,NA,8,14,17,8,8,10,8,8,8,8,6,8,30,10,31,16,15,26,18,16,23,34,19,23,19,10,10,10,9,13,9,12,9,10,NA,10,NA,18,9,NA,9,9,9,9,14,17,17,8,9,15,16
touch,124,jagged (fabric),63,13,19,91,22,46,28,77,16,15,9,43,9,25,192,38,410,288,113,152,64,210,268,94,22,23,30,108,9,16,9,NA,46,12,25,12,8,58,24,23,6,NA,7,7,7,7,7,6,6,7,6,7,6,16,11,13,73,44,106,20,5,39,8,156,192,102,29,52,31,137,12,25,12,12,30,4,20,12,12,4,4,12,4,18,17,22,16,4,73,28,7,83,40,24,17,29,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,17,19,26,13,24,12,12,12,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,4,7,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,11,11,5,11,11,5,11,5,9,21,22,11,16,11,11,13,7,9,8,8,6,6,6,4,6,6,8,5,5,61,24,25,36,60,69,14,55,9,5,10,11,25,7,10,7,10,10,10,7,7,10,NA,NA,NA,NA,15,7,7,18,12,7,32,7,12,13,20,12,NA,32,18,58,19,53,12,16,20,44,25,12,13,27,35,41,76,112,14,7,NA,29,10,66,75,NA,NA,6,10,10,6,8,6,6,8,6,8,6,17,22,11,18,26,25,23,13,11,20,29,8,23,8,12,10,7,7,6,8,12,8,8,NA,7,NA,18,8,NA,7,7,7,7,8,16,19,7,8,12,7
touch,125,feather,62,55,87,117,19,48,36,69,4,14,7,15,18,11,35,26,180,101,13,155,77,198,242,56,29,35,29,3,5,44,4,NA,35,19,47,51,26,33,34,12,5,NA,5,5,5,5,5,5,5,5,5,5,5,48,57,44,60,95,54,10,5,60,66,195,167,101,11,65,46,216,27,21,15,10,18,7,18,8,7,27,18,23,25,61,6,14,37,4,46,17,8,25,20,6,32,15,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,23,15,35,16,14,10,15,20,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,4,10,4,9,5,5,4,10,NA,NA,NA,NA,NA,NA,NA,NA,19,4,8,4,4,4,5,6,18,16,22,25,21,6,14,5,12,0,5,5,5,8,5,7,5,5,7,4,41,17,92,10,10,11,32,53,45,62,4,9,19,23,20,10,8,11,12,NA,39,8,26,NA,NA,NA,NA,10,11,5,11,12,12,21,10,7,15,3,12,NA,22,19,20,30,15,56,6,10,38,22,9,32,24,19,13,43,56,16,58,NA,38,6,113,35,NA,NA,17,12,10,10,9,10,13,18,8,10,10,10,25,8,30,22,28,15,35,20,25,31,41,33,13,12,10,12,9,11,9,11,8,7,NA,14,NA,19,9,NA,9,9,9,5,NA,9,9,9,9,15,9
touch,126,plastic (sheet),114,37,52,99,25,39,44,20,7,22,32,14,49,46,92,67,NA,70,17,136,62,77,67,38,32,35,7,21,18,22,25,NA,10,25,16,16,10,28,19,9,5,NA,5,5,5,5,5,5,5,5,5,5,5,17,6,42,25,11,58,37,6,54,7,75,54,79,7,7,47,114,17,13,20,12,15,21,25,4,21,16,13,25,12,24,4,69,NA,13,NA,17,16,38,26,29,24,77,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,21,17,29,17,17,15,34,13,33,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,5,5,10,5,15,5,5,11,NA,NA,NA,NA,NA,NA,NA,NA,14,12,5,17,5,7,7,7,5,6,12,5,5,5,5,6,10,7,5,11,6,13,5,8,6,5,5,4,32,10,77,21,16,23,38,15,36,19,5,8,12,25,8,11,8,23,11,8,8,8,11,NA,NA,NA,NA,9,6,16,14,20,21,6,15,15,37,18,18,NA,11,13,34,9,30,15,6,8,16,9,23,37,23,71,18,39,108,16,41,NA,50,23,109,66,NA,NA,21,10,17,10,10,10,10,10,10,17,6,21,27,11,21,19,17,17,17,8,25,22,12,28,21,10,13,7,6,6,11,9,9,7,NA,6,NA,18,11,NA,22,14,9,7,15,9,14,9,14,14,10
